task_id,domain,task_type,difficulty,blind_model_code,provider_ui,model_display,verdict,severity,technical_correctness,evidence_grounding,completeness,uncertainty_calibration,systems_reasoning,clarity,error_taxonomy,critical_failure,review_path,reviewer_confidence,written_rationale,improved_answer,candidate_response,source_reference,prompt,reference_context,annotation_origin
RB-SMR-005,SMR / AMR / MMR,Economics and FOAK/NOAK,Hard,Model-A,Gemini Web,Gemini Web — 3.5 Flash-Lite (displayed),Accept with minor edits,Moderate,4,4,4,4,4,4,Economic or deployment overclaim,None,Domain SME review,5,"The core conclusion is correct and the response is usable, but a limited correction is needed. The FOAK/NOAK distinction is correct, but phrases such as inevitable modifications and generic nuclear megaproject overruns are broader than the evidence basis, and estimate-basis details are omitted. The issue does not overturn the central engineering conclusion, so a minor edit is sufficient.","NOAK assumptions generally depend on learning, standardized design, repeat orders, mature supply chains, stable construction performance and financing conditions. FOAK projects may face first-of-kind engineering, licensing, supply-chain and execution premiums. The model should separate disclosed estimate type, basis, currency/year and uncertainty.","Using a vendor's **Nth-Of-A-Kind (NOAK)** cost target for a **First-Of-A-Kind (FOAK)** nuclear unit introduces severe financial risk because it conflates theoretical manufacturing maturity with physical execution reality.

NOAK economics assume a mature learning curve, optimized supply chains, resolved regulatory hurdles, and established construction efficiencies. By contrast, an initial commercial build faces inevitable engineering modifications, rigorous regulatory scrutiny of unproven components, supply chain bottlenecks, and field-labor inefficiencies. Assuming NOAK costs upfront ignores the **learning curve penalty** and the high probability of schedule delays and capital cost overruns typical of complex nuclear mega-projects.

This conclusion is **design-specific and context-dependent**, varying significantly with the degree of modularity, the novelty of the reactor technology, and the stability of the local regulatory framework. Treating aspirational NOAK targets as baseline expectations for initial builds systematically understates capital risk and undermines project viability.",IAEA SMR publications; general project-economics principles,Why is it risky to use a vendor's NOAK cost target as the expected cost of the first commercial unit?,"NOAK assumptions generally depend on learning, standardized design, repeat orders, mature supply chains, stable construction performance and financing conditions. FOAK projects may face first-of-kind engineering, licensing, supply-chain and execution premiums. The model should separate disclosed estimate type, basis, currency/year and uncertainty.",assistant_drafted_expert_review_pending_user_signoff
RB-EPR-001,EPR / PWR Systems & Safety,Defence-in-depth reasoning,Medium,Model-C,ChatGPT Web,ChatGPT Web — GPT-5.6 Luna (displayed/default),Accept as written,Low,5,5,5,5,5,5,No material error,None,No additional review,5,"The response is technically sound and closely aligned with the reference context. Directly explains why redundancy is insufficient and covers independence, diversity, separation, common-cause vulnerabilities and layered protection. No material correction is needed, and the answer is sufficiently bounded for the stated defence-in-depth reasoning task.","Redundancy alone is **not sufficient** to demonstrate defence in depth (DiD) in an EPR-class plant. Redundancy primarily addresses **single failures within a given function**; DiD is broader and concerns preventing accidents, controlling abnormal conditions, mitigating accidents, and limiting consequences through **multiple, diverse, and suitably independent layers**.

A credible DiD argument therefore considers not only multiple trains, but also **physical separation, functional independence, diversity, independence from common-cause failures, protection against internal and external hazards, and progression of accident management measures**. For example, four redundant trains that share vulnerable support systems or common failure mechanisms may provide less effective DiD than their train count suggests.

The precise adequacy is **design- and scenario-specific**: the relevant safety functions, initiating events, failure assumptions, and dependencies must be examined. Thus, redundancy is an important contributor to DiD, but it is neither synonymous with DiD nor, by itself, evidence that the required layers are adequately independent and robust.","Redundancy alone is **not sufficient** to demonstrate defence in depth (DiD) in an EPR-class plant. Redundancy primarily addresses **single failures within a given function**; DiD is broader and concerns preventing accidents, controlling abnormal conditions, mitigating accidents, and limiting consequences through **multiple, diverse, and suitably independent layers**.

A credible DiD argument therefore considers not only multiple trains, but also **physical separation, functional independence, diversity, independence from common-cause failures, protection against internal and external hazards, and progression of accident management measures**. For example, four redundant trains that share vulnerable support systems or common failure mechanisms may provide less effective DiD than their train count suggests.

The precise adequacy is **design- and scenario-specific**: the relevant safety functions, initiating events, failure assumptions, and dependencies must be examined. Thus, redundancy is an important contributor to DiD, but it is neither synonymous with DiD nor, by itself, evidence that the required layers are adequately independent and robust.",IAEA SSR-2/1 (Rev. 1); public EPR safety information,A response says redundancy alone is sufficient to demonstrate defence in depth in an EPR-class plant. Evaluate.,"Redundancy is important but not sufficient. Defence in depth also considers independence, diversity where appropriate, physical separation, common-cause failures, multiple barriers, prevention and mitigation levels, and the reliability of supporting systems.",assistant_drafted_expert_review_pending_user_signoff
RB-GIF-GFR-002,GIF Gen-IV — GFR,Technology-family distinction,Hard,Model-B,Claude Web,Claude Web — Claude Sonnet 5 Moyen (displayed),Accept with minor edits,Moderate,4,4,5,4,5,4,Unsupported generalization,None,Domain SME review,5,"The core conclusion is correct and the response is usable, but a limited correction is needed. Correctly distinguishes spectrum and moderation, but it overgeneralizes GFR/VHTR fuel-cycle roles and passive-safety characteristics. The issue does not overturn the central engineering conclusion, so a minor edit is sufficient.","Coolant alone does not define the reactor concept. GFR is a fast-spectrum gas-cooled system with fuel/core choices supporting fast neutronics, while VHTR is generally a thermal-spectrum graphite-moderated high-temperature system. Their safety, materials, fuel and decay-heat-removal considerations differ.","Treating GFR (Gas-cooled Fast Reactor) and VHTR (Very High Temperature Reactor) as the same family because both use helium coolant conflates coolant choice with the far more consequential design driver: neutron spectrum and core philosophy.

What's missing:

- **Neutron spectrum**: GFR is fast-spectrum, using a fast-neutron core with no moderator, enabling breeding and actinide burning. VHTR is thermal-spectrum, relying on graphite moderation to thermalize neutrons.
- **Fuel and core architecture**: VHTR uses TRISO fuel in prismatic blocks or pebbles, embedded in a large graphite structure that provides enormous thermal inertia and passive safety margin. GFR typically uses dense, moderator-free fuel (carbide/nitride pin or plate assemblies) with much less thermal inertia, making decay heat removal after loss of coolant a much harder design problem.
- **Safety case**: VHTR's passive safety relies heavily on graphite heat capacity and low power density; GFR cannot rely on this and needs alternative decay-heat strategies (e.g., guard containment, natural circulation loops).
- **Fuel cycle role**: GFR targets closed fuel cycles/breeding; VHTR targets high-temperature process heat and electricity.

Coolant similarity is real but secondary; spectrum and core design dominate behavior and safety.",GIF GFR and VHTR public materials,A model treats GFR and VHTR as the same reactor family because both use helium. What is missing?,"Coolant alone does not define the reactor concept. GFR is a fast-spectrum gas-cooled system with fuel/core choices supporting fast neutronics, while VHTR is generally a thermal-spectrum graphite-moderated high-temperature system. Their safety, materials, fuel and decay-heat-removal considerations differ.",assistant_drafted_expert_review_pending_user_signoff
RB-GIF-GFR-002,GIF Gen-IV — GFR,Technology-family distinction,Hard,Model-A,Gemini Web,Gemini Web — 3.5 Flash-Lite (displayed),Accept with minor edits,Low,4,4,5,4,5,4,Unsupported generalization,None,Domain SME review,5,"The core conclusion is correct and the response is usable, but a limited correction is needed. Correct family distinction, but the fuel-form and safety-characteristic descriptions are more specific and categorical than the reference requires. The issue does not overturn the central engineering conclusion, so a minor edit is sufficient.","Coolant alone does not define the reactor concept. GFR is a fast-spectrum gas-cooled system with fuel/core choices supporting fast neutronics, while VHTR is generally a thermal-spectrum graphite-moderated high-temperature system. Their safety, materials, fuel and decay-heat-removal considerations differ.","Treating the Gas-cooled Fast Reactor (GFR) and the Very High Temperature Reactor (VHTR) as the same family solely because both use helium coolant overlooks critical differences in neutronics, fuel design, core materials, and primary safety objectives.

First, **neutron spectrum** differs fundamentally. VHTR is a thermal reactor, typically utilizing graphite moderation to slow neutrons. Conversely, GFR operates on a fast neutron spectrum, requiring the elimination or minimization of moderating materials to enable actinide breeding and burning.

Second, **fuel and core technology** diverge significantly. VHTR relies heavily on TRISO-coated particle fuel designed for passive safety at extreme temperatures. GFR concepts often require advanced ceramic or refractory metal-clad pin or plate fuels capable of surviving high fast-neutron damage doses and high power densities.

Finally, **safety and operational profiles** contrast sharply due to power density and thermal inertia differences. While both target high-temperature applications, their specific design-basis challenges and fuel cycle closures are entirely distinct. These conclusions remain design-specific and context-dependent.",GIF GFR and VHTR public materials,A model treats GFR and VHTR as the same reactor family because both use helium. What is missing?,"Coolant alone does not define the reactor concept. GFR is a fast-spectrum gas-cooled system with fuel/core choices supporting fast neutronics, while VHTR is generally a thermal-spectrum graphite-moderated high-temperature system. Their safety, materials, fuel and decay-heat-removal considerations differ.",assistant_drafted_expert_review_pending_user_signoff
RB-SMR-008,SMR / AMR / MMR,Fuel and supply-chain reasoning,Medium,Model-B,Claude Web,Claude Web — Claude Sonnet 5 Moyen (displayed),Accept with minor edits,Moderate,4,3,5,4,5,4,Source or authority weakness,None,Source verification required,5,"The core conclusion is correct and the response is usable, but a limited correction is needed. Strong structure, but it introduces specific fuel examples and qualification-duration claims not supported by the reference context. The issue does not overturn the central engineering conclusion, so a minor edit is sufficient.","Technical manufacturability is not the same as commercial availability. Evaluation should consider enrichment level and capacity, qualified fabrication facilities, licensing, transport, supplier concentration, lead times, demand competition and demonstrated production scale. The answer should distinguish technical feasibility from supply-chain readiness.","An AI should treat ""technically manufacturable"" as necessary but far from sufficient to support a ""no fuel-supply risk"" claim, and should flag that conflation as a reasoning error.

Fuel-supply risk spans several independent dimensions beyond technical feasibility:

- **Industrial-scale capacity**: lab or pilot-scale demonstration (e.g., HALEU enrichment, TRISO fabrication) differs enormously from qualified, licensed, repeatable production at commercial volumes.
- **Licensing/qualification timelines**: new fuel forms typically need regulatory qualification programs (irradiation testing, performance data) that can take years to over a decade, independent of manufacturing know-how.
- **Supply chain concentration**: enrichment, conversion, and fabrication capacity may rest with very few suppliers or single countries, creating geopolitical and single-point-of-failure exposure.
- **Cost and schedule risk**: feasibility doesn't guarantee the fuel will be available at a price or on a schedule compatible with project economics.
- **Feedstock availability**: e.g., HALEU depends on downblended or enriched uranium supply chains that are themselves constrained.

An AI should note the claim is design- and market-specific, ask what evidence exists for scaled, licensed, cost-competitive supply (not just technical possibility), and avoid endorsing the claim without that context.",IAEA ARIS; public fuel-cycle information,How should an AI evaluate the claim that an advanced reactor has no fuel-supply risk because its required fuel can be technically manufactured?,"Technical manufacturability is not the same as commercial availability. Evaluation should consider enrichment level and capacity, qualified fabrication facilities, licensing, transport, supplier concentration, lead times, demand competition and demonstrated production scale. The answer should distinguish technical feasibility from supply-chain readiness.",assistant_drafted_expert_review_pending_user_signoff
RB-GIF-MSR-001,GIF Gen-IV — MSR,Technology-family distinction,Medium,Model-A,Gemini Web,Gemini Web — 3.5 Flash-Lite (displayed),Accept with minor edits,Low,4,4,5,4,4,4,Factual or scientific error,None,Domain SME review,5,"The core conclusion is correct and the response is usable, but a limited correction is needed. The central distinction is correct, but the treatment of solid-fuel concepts and 'ceramic cladding' is technically imprecise. The issue does not overturn the central engineering conclusion, so a minor edit is sufficient.","MSR is a broad family. Some concepts use fuel dissolved in a circulating fuel salt, while others use solid fuel with molten salt as coolant. Safety functions, source terms, fuel handling and chemistry therefore differ substantially across concepts.","Describing every molten salt reactor (MSR) as having its fuel dissolved in the coolant is misleading because it conflates a broad cooling technology class with a specific core configuration.

While liquid-fuel MSRs dissolve actinide fluorides or chlorides directly into the carrier salt, **solid-fuel molten salt reactors**—often categorized as Fluoride Salt-Cooled High-Temperature Reactors (FHRs)—utilize solid fuel forms, such as TRISO particles embedded in graphite matrices, while employing molten salt solely as the coolant.

This distinction is critical for engineering reasoning. Liquid-fuel systems couple fuel management directly with the coolant loop, presenting distinct challenges in fission product control, online reprocessing, and material compatibility. Conversely, solid-fuel FHRs rely on robust ceramic cladding to retain fission products, separating primary coolant chemistry from fuel burnup mechanics. Because the term ""MSR"" encompasses both fluid-fuel and solid-fuel archetypes, assuming dissolved fuel across all designs is technically incorrect.",Generation IV International Forum — MSR public materials,Why is it misleading to describe every molten salt reactor as a reactor with fuel dissolved in the coolant?,"MSR is a broad family. Some concepts use fuel dissolved in a circulating fuel salt, while others use solid fuel with molten salt as coolant. Safety functions, source terms, fuel handling and chemistry therefore differ substantially across concepts.",assistant_drafted_expert_review_pending_user_signoff
RB-SMR-003,SMR / AMR / MMR,Multi-module systems reasoning,Hard,Model-C,ChatGPT Web,ChatGPT Web — GPT-5.6 Luna (displayed/default),Accept as written,Low,5,5,5,5,5,4,No material error,None,No additional review,5,"The response is technically sound and closely aligned with the reference context. Comprehensive and well bounded; it covers shared systems, correlated hazards, emergency planning, human factors and design-specific independence. No material correction is needed, and the answer is sufficiently bounded for the stated multi-module systems reasoning task.","An evaluator should reject the claim unless the safety assessment has explicitly demonstrated **scalability and independence from module count**. Adding modules can change more than electrical output, including:

* **Hazard sources and accident sequences:** greater total radioactive inventory, decay heat, spent-fuel inventory, and potentially different source terms.
* **Common-cause and shared-system effects:** shared cooling, electrical power, I&C, radwaste, fire protection, security, or support systems may introduce new dependencies or failure modes.
* **Site interactions:** thermal discharge, external hazards, flooding, seismic interactions, fire, aircraft impact, and spatial interactions can change with layout and equipment density.
* **Emergency planning and radiological consequences:** multi-module accidents, simultaneous events, or correlated failures may alter dose consequences and mitigation assumptions.
* **Operational and human factors:** staffing, maintenance, outages, module coupling, and simultaneous transients can affect risk.
* **Risk metrics:** core-damage/fuel-damage frequencies and large-release or dose metrics should be reassessed, including multi-module and common-cause scenarios.

The evaluator should also check whether the claim is limited to a particular **licensed/design envelope** with explicit assumptions. For some SMR architectures, modularity can permit largely independent safety functions, but that is **design-specific and must be demonstrated, not assumed**.","An evaluator should reject the claim unless the safety assessment has explicitly demonstrated **scalability and independence from module count**. Adding modules can change more than electrical output, including:

* **Hazard sources and accident sequences:** greater total radioactive inventory, decay heat, spent-fuel inventory, and potentially different source terms.
* **Common-cause and shared-system effects:** shared cooling, electrical power, I&C, radwaste, fire protection, security, or support systems may introduce new dependencies or failure modes.
* **Site interactions:** thermal discharge, external hazards, flooding, seismic interactions, fire, aircraft impact, and spatial interactions can change with layout and equipment density.
* **Emergency planning and radiological consequences:** multi-module accidents, simultaneous events, or correlated failures may alter dose consequences and mitigation assumptions.
* **Operational and human factors:** staffing, maintenance, outages, module coupling, and simultaneous transients can affect risk.
* **Risk metrics:** core-damage/fuel-damage frequencies and large-release or dose metrics should be reassessed, including multi-module and common-cause scenarios.

The evaluator should also check whether the claim is limited to a particular **licensed/design envelope** with explicit assumptions. For some SMR architectures, modularity can permit largely independent safety functions, but that is **design-specific and must be demonstrated, not assumed**.",IAEA SMR publications and general nuclear safety principles,What should an evaluator check when an AI claims that adding more modules to an SMR site only increases electrical output and does not change the safety assessment?,"A multi-module site can introduce shared systems, common-cause dependencies, interactions between modules, concurrent maintenance or events, staffing and control-room challenges, shared ultimate heat sinks and site-level emergency considerations. The impact is design-specific and must be assessed rather than assumed negligible.",assistant_drafted_expert_review_pending_user_signoff
RB-REP-001,Replication / FOAK-to-NOAK,Variability analysis,Hard,Model-C,ChatGPT Web,ChatGPT Web — GPT-5.6 Luna (displayed/default),Accept with minor edits,Low,5,5,4,5,5,5,Interface or system-boundary omission,None,Systems or interface review,5,"The core conclusion is correct and the response is usable, but a limited correction is needed. Excellent balance between standardization and controlled change, but it underplays explicit site, regulatory, client, logistics and supply-chain variability from the reference. The issue does not overturn the central engineering conclusion, so a minor edit is sufficient.","Replication requires identifying which assumptions and interfaces are stable and which vary with site, regulation, client requirements, logistics, supply chain and constructability. Deviations need explicit qualification and governance. Standardization aims to minimize redesign, not ignore legitimate variability.","“Copy the FOAK design unchanged” is not sufficient for NOAK replication because the first-of-a-kind (FOAK) plant contains both the intended design and lessons from first deployment. FOAK experience typically reveals constructability issues, commissioning difficulties, maintenance burdens, supplier constraints, human-factors problems, and opportunities to simplify systems or improve manufacturability.

A credible NOAK strategy therefore preserves the **validated safety functions and design basis** while incorporating justified changes arising from operating and construction experience. It also requires demonstrating that changes do not inadvertently introduce new failure modes, invalidate safety analyses, or undermine qualification and licensing assumptions.

Conversely, uncontrolled redesign is not automatically better: excessive changes can destroy standardization benefits and reintroduce first-of-a-kind risk. The appropriate degree of modification is therefore **design- and context-dependent**. The key distinction is between *repeating the FOAK configuration* and *replicating a mature, verified design intent using lessons learned and controlled engineering change*.",Project replication and systems-engineering methodology,Why is 'copy the FOAK design unchanged' not a sufficient NOAK replication strategy?,"Replication requires identifying which assumptions and interfaces are stable and which vary with site, regulation, client requirements, logistics, supply chain and constructability. Deviations need explicit qualification and governance. Standardization aims to minimize redesign, not ignore legitimate variability.",assistant_drafted_expert_review_pending_user_signoff
RB-EPR-001,EPR / PWR Systems & Safety,Defence-in-depth reasoning,Medium,Model-B,Claude Web,Claude Web — Claude Sonnet 5 Moyen (displayed),Accept with minor edits,Low,5,4,5,4,5,4,Source or authority weakness,None,Source verification required,5,"The core conclusion is correct and the response is usable, but a limited correction is needed. Very strong conceptually, but several EPR-specific examples and system details are more specific than the reference context supports. The issue does not overturn the central engineering conclusion, so a minor edit is sufficient.","Redundancy is important but not sufficient. Defence in depth also considers independence, diversity where appropriate, physical separation, common-cause failures, multiple barriers, prevention and mitigation levels, and the reliability of supporting systems.","The claim is incorrect. Redundancy is one contributor to defence in depth, but it is not sufficient on its own, and conflating the two is a common but significant error.

Redundancy addresses single failures within a given line of defence: multiple trains of a safety system so that one failure doesn't defeat the function. Defence in depth is a broader concept spanning independent, successive levels: prevention of abnormal operation, control of anticipated transients, control of design-basis accidents, prevention of severe accident progression, and mitigation of releases. In an EPR-class design specifically, this includes deliberate diversity between safety systems and diverse backup means (different physical principles, separate actuation logic, physical separation), independence between levels so a failure at one level doesn't propagate to defeat the next, and provisions for accidents beyond the design basis, including severe accident mitigation (core catcher, containment venting/filtering).

Redundancy without diversity is vulnerable to common-cause failure; redundancy without independence between levels doesn't protect against a level-1 failure cascading. So redundancy is necessary but not sufficient — a valid defence-in-depth demonstration must also show diversity, independence, and coverage across all levels, including beyond-design-basis provisions.",IAEA SSR-2/1 (Rev. 1); public EPR safety information,A response says redundancy alone is sufficient to demonstrate defence in depth in an EPR-class plant. Evaluate.,"Redundancy is important but not sufficient. Defence in depth also considers independence, diversity where appropriate, physical separation, common-cause failures, multiple barriers, prevention and mitigation levels, and the reliability of supporting systems.",assistant_drafted_expert_review_pending_user_signoff
RB-NOG-002,NOG / Operating Procedures,Review vs validation,Medium,Model-A,Gemini Web,Gemini Web — 3.5 Flash-Lite (displayed),Accept with minor edits,Low,5,4,5,4,5,4,Unsupported generalization,None,Operations or procedure validation,5,"The core conclusion is correct and the response is usable, but a limited correction is needed. Correctly explains the value of dynamic validation, but describes simulator validation as universally critical and emphasizes accident/high-stress scenarios beyond the prompt. The issue does not overturn the central engineering conclusion, so a minor edit is sufficient.","Technical review checks correctness and consistency; simulator validation can reveal execution, timing, human-factors, indication, interface and plant-response issues that are difficult to identify from a document alone.","Simulator validation is a critical step following the technical review of an operating guideline because paper-based reviews alone cannot verify complex, dynamic human-system interactions. While a desk review ensures that technical bases, calculations, and regulatory criteria are correct, it cannot fully predict operator response times, procedural clarity under cognitive stress, or unanticipated interactions with plant control systems in real time.

Simulators provide a controlled, high-fidelity environment to test guidelines under realistic transient and accident conditions. This process helps identify ambiguities, missing steps, or human-machine interface bottlenecks that could induce operator error.

Because operational response depends heavily on specific plant designs, control room configurations, and crew dynamics, simulator validation results are inherently context-dependent and plant-specific. Without this dynamic testing, procedures that appear sound on paper may prove difficult or error-prone during high-stress operational scenarios.",IAEA SSR-2/2; SSG-70; SSG-76,Why is simulator validation useful after technical review of an operating guideline?,"Technical review checks correctness and consistency; simulator validation can reveal execution, timing, human-factors, indication, interface and plant-response issues that are difficult to identify from a document alone.",assistant_drafted_expert_review_pending_user_signoff
RB-GIF-SCWR-002,GIF Gen-IV — SCWR,Thermal-hydraulics reasoning,Hard,Model-A,Gemini Web,Gemini Web — 3.5 Flash-Lite (displayed),Accept as written,Low,5,5,5,5,5,5,No material error,None,No additional review,5,"The response is technically sound and closely aligned with the reference context. Technically sound and directly addresses strong property variation, heat-transfer deterioration and cladding-temperature consequences. No material correction is needed, and the answer is sufficiently bounded for the stated thermal-hydraulics reasoning task.","In Supercritical Water-cooled Reactors (SCWRs), operating pressures exceed the thermodynamic critical point, eliminating distinct liquid-vapor phases. Near the **pseudo-critical temperature**, water experiences sharp, non-linear variations in thermophysical properties, notably dramatic peaks in specific heat capacity alongside steep reductions in density and dynamic viscosity.

Accurate heat-transfer analysis in this region is essential because these property shifts induce complex thermal-hydraulic phenomena, particularly **heat transfer deterioration (HTD)** and heat transfer enhancement. HTD can cause unexpected, rapid wall temperature spikes that threaten fuel cladding integrity.

Because fluid behavior near the pseudo-critical point is highly sensitive to local heat flux, mass flux, channel geometry, and system pressure, predicting these regimes is **design-specific and context-dependent**. Rigorous analysis remains critical to ensuring core safety margins and preventing material degradation under normal and transient operations.","In Supercritical Water-cooled Reactors (SCWRs), operating pressures exceed the thermodynamic critical point, eliminating distinct liquid-vapor phases. Near the **pseudo-critical temperature**, water experiences sharp, non-linear variations in thermophysical properties, notably dramatic peaks in specific heat capacity alongside steep reductions in density and dynamic viscosity.

Accurate heat-transfer analysis in this region is essential because these property shifts induce complex thermal-hydraulic phenomena, particularly **heat transfer deterioration (HTD)** and heat transfer enhancement. HTD can cause unexpected, rapid wall temperature spikes that threaten fuel cladding integrity.

Because fluid behavior near the pseudo-critical point is highly sensitive to local heat flux, mass flux, channel geometry, and system pressure, predicting these regimes is **design-specific and context-dependent**. Rigorous analysis remains critical to ensuring core safety margins and preventing material degradation under normal and transient operations.",GIF SCWR public materials,Why can heat-transfer analysis near the pseudo-critical region be important in an SCWR?,"Thermophysical properties of supercritical water can vary strongly near the pseudo-critical region, affecting density, heat capacity, heat transfer, flow stability and cladding temperature. Appropriate correlations, validation and operating conditions matter.",assistant_drafted_expert_review_pending_user_signoff
RB-SMR-005,SMR / AMR / MMR,Economics and FOAK/NOAK,Hard,Model-B,Claude Web,Claude Web — Claude Sonnet 5 Moyen (displayed),Accept with minor edits,Moderate,4,3,5,4,4,4,Source or authority weakness | Economic or deployment overclaim,None,Source verification required,5,"The core conclusion is correct and the response is usable, but a limited correction is needed. The core economics are sound, but the unsupported 1.5–3x figure and broad statements about vendor targets reduce evidence quality. The issue does not overturn the central engineering conclusion, so a minor edit is sufficient.","NOAK assumptions generally depend on learning, standardized design, repeat orders, mature supply chains, stable construction performance and financing conditions. FOAK projects may face first-of-kind engineering, licensing, supply-chain and execution premiums. The model should separate disclosed estimate type, basis, currency/year and uncertainty.","Vendor NOAK (Nth-of-a-kind) cost targets describe the asymptotic cost after learning-curve effects, supply-chain maturation, and design stabilization have played out over multiple builds. Applying that figure to a FOAK (first-of-a-kind) unit is risky for several concrete reasons:

- FOAK units carry first-time engineering, licensing, and design-finalization costs that aren't repeated later — these are typically the largest driver of the FOAK/NOAK cost gap, often cited informally as 1.5–3x, though the real ratio is highly design- and program-specific.
- Supply chains and fabrication routes for novel components (fuel, structural materials, specialized forgings) are unqualified and low-volume at FOAK, so unit costs and schedule risk are much higher.
- Construction workforce and site teams lack learning-curve experience; productivity assumptions embedded in NOAK estimates don't hold.
- NOAK targets often assume regulatory and licensing pathways are already established, whereas FOAK bears novel licensing risk and potential design changes mid-construction.
- Vendor targets are frequently aspirational/marketing figures, not independently audited estimates, and may omit owner's costs, financing costs, or contingency appropriate to first-build uncertainty.

Treating NOAK as FOAK expected cost systematically understates capital risk and can materially bias investment decisions.",IAEA SMR publications; general project-economics principles,Why is it risky to use a vendor's NOAK cost target as the expected cost of the first commercial unit?,"NOAK assumptions generally depend on learning, standardized design, repeat orders, mature supply chains, stable construction performance and financing conditions. FOAK projects may face first-of-kind engineering, licensing, supply-chain and execution premiums. The model should separate disclosed estimate type, basis, currency/year and uncertainty.",assistant_drafted_expert_review_pending_user_signoff
RB-EPR-003,EPR / PWR Systems & Safety,LOCA analysis,Hard,Model-B,Claude Web,Claude Web — Claude Sonnet 5 Moyen (displayed),Accept with minor edits,Moderate,4,3,4,4,4,4,Source or authority weakness,None,Independent safety review,5,"The core conclusion is correct and the response is usable, but a limited correction is needed. The technical elements are mostly correct, but the answer is overly tied to named codes and US-style methodology examples and is less complete on operator-action traceability. The issue does not overturn the central engineering conclusion, so a minor edit is sufficient.","The summary should preserve the initiating event and break assumptions, initial and boundary conditions, system availability assumptions, physical models, key safety criteria, uncertainties, relevant operator actions if credited, and the link between calculated results and the safety conclusion.","Before accepting an AI-generated summary of a LOCA analysis, you should be able to trace it back to verifiable technical elements rather than take the conclusions on faith:

- **Break spectrum and location** — which break sizes (small/large) and locations (hot leg, cold leg, pump suction, etc.) were actually analyzed, and whether the limiting case is identified with justification.
- **Code and methodology** — which system code (e.g., RELAP, TRACE, CATHARE) and methodology (best-estimate plus uncertainty, or conservative/Appendix K-style) was used, since acceptance criteria and margins differ.
- **Key boundary/initial conditions** — decay heat model, single-failure assumption, ECCS configuration credited, offsite power availability.
- **Peak cladding temperature and oxidation results** — with the specific case/time that governs, not just a bounding number.
- **Sensitivity/uncertainty quantification** — for BE+UQ analyses, the uncertainty propagation method and dominant contributors.
- **Traceability to input decks and validation basis** — the underlying code validation/qualification for the phenomena involved.

Because LOCA analysis is highly plant- and methodology-specific, any summary should point to source calculations, not just narrative conclusions — the specific acceptable elements depend on the licensing basis and code being used.",IAEA GSR Part 4; public PWR accident-analysis principles,"Before accepting an AI summary of a LOCA analysis, what technical elements should be traceable?","The summary should preserve the initiating event and break assumptions, initial and boundary conditions, system availability assumptions, physical models, key safety criteria, uncertainties, relevant operator actions if credited, and the link between calculated results and the safety conclusion.",assistant_drafted_expert_review_pending_user_signoff
RB-SYS-002,Systems Engineering & Requirements,Interface management,Hard,Model-B,Claude Web,Claude Web — Claude Sonnet 5 Moyen (displayed),Accept with minor edits,Low,5,5,4,5,5,4,Interface or system-boundary omission,None,Systems or interface review,5,"The core conclusion is correct and the response is usable, but a limited correction is needed. Very strong interface-control reasoning, though some downstream operational and support-system effects from the reference context are only implicit. The issue does not overturn the central engineering conclusion, so a minor edit is sufficient.","The affected interface requirements, upstream/downstream systems, safety functions, operating procedures, I&C, physical integration, configuration items and verification evidence should be reviewed. Approval should consider system-level consequences, not only local performance.","Before approving a change that touches a shared interface, the interface itself needs to be treated as the primary object of review — not just the subsystem being improved.

Concretely, that means:

- **Identify all consumers of the interface** (not just the one prompting the change), since improvements optimized for one subsystem can silently violate assumptions another subsystem relies on (load conditions, timing, tolerances, data format, failure modes).
- **Re-verify interface specifications/requirements** — confirm the change stays within the documented envelope, or explicitly update that envelope and re-flow it to affected parties.
- **Impact assessment across the boundary**, ideally by someone independent of the originating subsystem, since the proposer's expertise and incentives are local to their own subsystem.
- **Update or re-run interface-level verification/validation** (analysis, tests, or both) rather than relying on the subsystem-level V&V that justified the original improvement.
- **Configuration control**: the change should go through formal interface change management, with sign-off from owners on both sides of the boundary, before it's folded into the design baseline.

The specific process (e.g., how rigorous the impact assessment must be) is design- and program-specific — safety-classified interfaces generally demand more formal treatment than non-safety ones, and I can't specify exact procedural requirements without knowing the governing program's configuration management framework.",Systems-engineering and configuration-management practice,A change improves one subsystem but modifies a shared interface. What should happen before approval?,"The affected interface requirements, upstream/downstream systems, safety functions, operating procedures, I&C, physical integration, configuration items and verification evidence should be reviewed. Approval should consider system-level consequences, not only local performance.",assistant_drafted_expert_review_pending_user_signoff
